time;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
0.018162353515625;-0.4821724721286445;0.1929986065804958;0.0954711292862892;-0.0185458399355411;0.0622568763792514;0.0246669668704271
0.028201416015625;-0.4334511113185435;0.2398106266379356;0.0533212558209896;0.0275556426495313;0.0442410968244075;0.0226039160043001
0.038240478515625;-0.3471692506600171;0.2800543742209673;-0.0254635270804166;0.0642761066555976;0.0478113293647766;0.0233123153448104
0.048279052734375;-0.3883909764297306;0.2582131292909383;-0.0160562317878007;0.0943229645490646;0.0643992498517036;0.0259553659707307
0.058318359375;-0.4491494330467656;0.2525391753077506;0.0026414567027823;0.1297501921653747;0.0896699801087379;0.0247942265123128
0.068357177734375;-0.5400371070003137;0.2345727259844541;-0.0956844797760248;0.1639281809329986;0.1173588410019874;0.0139352874830365
0.078396240234375;-0.6207714530669153;0.1146598138809204;-0.0648363370478153;0.176411747932434;0.1321060955524444;0.0051969233900308
0.088435302734375;-0.582740705358237;0.0463309585422277;0.0224772024627192;0.1646879315376281;0.1511635482311248;0.0059591587632894
0.098474365234375;-0.422909259038046;0.0329343013525009;0.155763393163681;0.1276697218418121;0.1583564728498459;0.0237655863165855
0.10851416015625;-0.2210871849348768;-0.0041828386425971;0.3935165027499199;0.060599498450756;0.1638789623975753;0.0497200675308704
0.118553466796875;-0.134960441772826;-0.0603881254673004;0.4947440036058426;-0.0127551443874835;0.1712708324193954;0.0550714246928691
0.12859228515625;-0.2711384791744873;-0.1580243238329887;0.4870528645813465;-0.0791394561529159;0.1912750303745269;0.0383677743375301
0.13863134765625;-0.4354578845636919;-0.2681102539271116;0.4292003950715065;-0.0926906839013099;0.1965182572603225;0.0196731835603714
0.14867041015625;-0.4204771365202963;-0.2929436664104461;0.2571966457247734;-0.0399263836443424;0.1817414313554763;0.0114353410899639
0.15870947265625;-0.2355315428129397;-0.1687462088555097;0.0967325275242328;0.0258686076849699;0.1668250560760498;0.0203739739954471
0.16874853515625;-0.076292509427946;0.0593278027594089;0.1019441246926784;0.0585082322359085;0.1538834273815155;0.0465449318289756
0.178787109375;-0.0355437531985342;0.1428852068901062;0.2238438266992568;0.0474499873816967;0.1912286728620529;0.0724676102399826
0.188826171875;-0.1837257513225078;0.0648491965293884;0.2818611313819885;0.0031382227316498;0.2629352211952209;0.0802413374185562
0.198865234375;-0.3817818604882806;-0.2836047601789236;0.2935632596135139;-0.0408811680972576;0.2882991731166839;0.0650016665458679
0.208903564453125;-0.5555335494808852;-0.5192360553056001;0.3224070767819881;-0.0723326727747917;0.2488827556371688;0.0536593757569789
0.2189423828125;-0.4815138986220583;-0.3886731543719768;0.348064080607891;-0.0888948738574981;0.1967993229627609;0.061670433729887
0.2289814453125;-0.3669821315675973;-0.0661065031141042;0.2719780352711677;-0.0995787978172302;0.1710299253463745;0.0763469636440277
0.2390205078125;-0.4543954074088484;0.1011222869157791;0.1558569166660308;-0.1012525931000709;0.1572834849357605;0.0820634365081787
0.2490595703125;-0.6714554191868752;0.1838976007580757;0.1230208149909973;-0.080839954316616;0.1562207490205764;0.0577330291271209
0.259098388671875;-0.9199447345819324;0.1254699617087841;0.0283306069493293;-0.0376679860055446;0.1818118691444397;0.0159198008477687
0.26913720703125;-0.9437971732039004;-0.0503320108771324;-0.1661503471434116;0.0114670293405652;0.1878695636987686;-0.0011162708979099
0.279176513671875;-0.7345484196987002;-0.0185702604353427;-0.2095429141461849;0.0381798632442951;0.159031793475151;0.0216018259525299
0.289215576171875;-0.5432201574832201;0.1851882250905036;-0.0323591318130493;0.0499466285109519;0.1402616947889328;0.0491409264504909
0.29925537109375;-0.5583184309590608;0.3575602232277393;-0.0691419252872467;0.0658837780356407;0.1000602096319198;0.0704281106591224
0.30929443359375;-0.6153306502524764;0.3394464743882417;-0.0399228496321709;0.076970063149929;0.0483074784278869;0.0769084319472312
0.31933349609375;-0.5575461679449305;0.2013169375926256;0.0803846193134784;0.0823070406913757;0.0095377108082175;0.0718747898936271
0.329372314453125;-0.4725174491526558;0.0782861857295036;0.0491313983491389;0.0863408148288726;-0.0182226169854402;0.0510568395256996
0.33941162109375;-0.437674939558655;-0.0111059159040451;0.0223567932367324;0.076831467449665;-0.0281764473766088;0.0244441404938697
0.349450439453125;-0.5302242996467277;-0.0324316125273704;-0.0882008460223674;0.0378616228699684;-0.026295131072402;0.0196786224842071
0.359489501953125;-0.599176876374334;0.0712140553861856;-0.0477203762071672;-0.0126444296911358;-0.0024135001003742;0.0280974060297012
0.369528564453125;-0.6865924903031438;0.2975695726454258;-0.040666356909275;-0.0402660928666591;0.042728379368782;0.0128457695245742
0.3795673828125;-0.9555733165197072;0.4537023836433887;-0.1865536682248115;-0.0198801290243864;0.0792187452316284;-0.0125839570537209
0.3896064453125;-1.0409089823693036;0.4298994832515716;-0.3125029378831386;0.0511332564055919;0.0854885280132293;-0.0356200896203517
0.3996455078125;-0.8752807594038545;0.408848511916399;-0.4934557173609733;0.1260535567998886;0.0702938586473465;-0.0613741874694824
0.409684326171875;-0.7168438361819833;0.3087064682096243;-0.5951274548530578;0.1488022208213806;0.0243440028280019;-0.0741054937243461
0.419723388671875;-0.5656630215682089;0.1193459258705377;-0.4663619587302208;0.1121962666511535;0.006799894850701;-0.0868100970983505
0.429762451171875;-0.5476239819327369;-0.1309095224142074;-0.2566401808857917;0.0663841143250465;0.0086246849969029;-0.1078470200300216
0.439801513671875;-0.6789322578735649;-0.3262427094221115;-0.1581903280496597;0.0284868031740188;0.025521108880639;-0.1277000904083252
0.449840576171875;-0.821802851716429;-0.3442459836244583;-0.0157061031758785;0.0054034725762903;0.0564720332622528;-0.1359710842370987
0.45987939453125;-0.7932534874498843;-0.2130319253057241;-0.1811620383143425;0.0139524862170219;0.0661686062812805;-0.1233341172337532
0.469918701171875;-0.7160046088788657;-0.074160045710206;-0.3649310442566871;0.0317460522055625;0.075160451233387;-0.1065812855958938
0.47995751953125;-0.6528104860801249;-0.0364426017343997;-0.5467442399561405;0.0216670520603656;0.1001454293727874;-0.1047868505120277
0.489996337890625;-0.7123394374348223;-0.0670820701479911;-0.4852864394307136;-0.0291497502475976;0.068253681063652;-0.0926085263490676
0.500036376953125;-0.6528744181618094;-0.1720107636094093;-0.0623614805000368;-0.0847174078226089;0.0123158423230052;-0.057896614074707
0.510075439453125;-0.3194351482991129;-0.2127998701155185;0.0512146389305591;-0.0886359736323356;-0.0464084073901176;-0.0149641968309879
0.5201142578125;-0.1779022875997237;-0.2490419808417558;-0.1190834938083775;-0.034705102443695;-0.0999960005283355;0.0216470770537853
0.530153564453125;-0.2659075562510639;-0.1667600034743547;-0.375393986082077;0.0452278479933738;-0.1284766197204589;0.0448034927248954
0.5401923828125;-0.4226629195941612;-0.1313204413026571;-0.5112193375885487;0.0989826843142509;-0.1285804808139801;0.061300978064537
0.5502314453125;-0.6363932389602065;-0.1817705256015062;-0.437864178520441;0.0921921655535698;-0.1085509583353996;0.0536506436765193
0.5602705078125;-0.97431886045672;-0.2385392915278673;-0.175728322827816;0.044572714716196;-0.0679273679852485;0.0368543528020381
0.5703095703125;-1.201876958438754;-0.2189940485805273;-0.0307984583675861;-0.0151630183681845;-0.0436398424208164;0.015292833559215
0.5803486328125;-1.303987964130938;-0.1072878238081932;0.0532861845076084;-0.0610940232872962;-0.0454350784420967;-0.0064311041496694
0.59038720703125;-1.3045073118299244;0.0002168576210737;0.0319569807529449;-0.0794749334454536;-0.0624635145068168;-0.0053454274311661
0.60042626953125;-1.0755092441726477;0.1345201141268014;-0.0971685899870935;-0.0835961773991584;-0.0786701813340187;0.0115547254681587
0.61046533203125;-0.9197658708836884;0.2260661789238452;-0.1793406681060791;-0.090282566845417;-0.084657609462738;0.0289048179984092
0.62050439453125;-0.9085848439168184;0.2372545124143361;-0.1573112071275711;-0.084918163716793;-0.0609070025384426;0.0097950380295515
0.63054345703125;-1.1438535162761807;0.1578378613501787;-0.2968272298455238;-0.0719595775008201;-0.0113433273509144;-0.0408636629581451
0.64058251953125;-1.3673584664098917;0.1488134278953075;-0.4536614671111106;-0.0615841671824455;0.0160259790718555;-0.0746762156486511
0.650621337890625;-1.200407178147137;0.2094873845666646;-0.410180052781105;-0.0514703094959259;0.0105725973844528;-0.0703085958957672
0.66066064453125;-0.9023018181245772;0.3255436212420463;-0.3331587724208831;-0.0366703234612941;0.0030624833889305;-0.0528939254581928
0.670699462890625;-0.6967243004780262;0.4357932174652814;-0.4212427140653133;-0.0241783093661069;-0.0118950484320521;-0.0378909334540367
0.680738525390625;-0.5699436214968562;0.3826531634300947;-0.4089151474118232;0.005624858662486;-0.0406460016965866;-0.033500712364912
0.690777587890625;-0.5113079657200723;0.1462047067016363;-0.4058195194840431;0.0616081915795803;-0.047268982976675;-0.0284816771745681
0.7008173828125;-0.4532413054702803;-0.0390524919718503;-0.5045265619516373;0.1156623736023902;-0.0408307909965515;0.0104723796248435
0.710856201171875;-0.2940698026298545;-0.1958084033042192;-0.4241559711635112;0.1498208343982696;-0.0498185046017169;0.0738046467304229
0.7208955078125;-0.2133663814244791;-0.2696101370960473;-0.2311316456198692;0.1533487290143966;-0.0492943935096263;0.1101647838950157
0.730934326171875;-0.4182172287642955;-0.2657429402738809;-0.2157189724326133;0.1358904838562011;-0.0505883581936359;0.1276790797710418
0.740973388671875;-0.6676881025426089;-0.1942255180269479;-0.1343699011343065;0.0963140502572059;-0.0383026637136936;0.1499074250459671
0.751012451171875;-0.798841151389107;-0.1799947481006383;-0.0556242720663547;0.0466165356338024;0.0048589226789772;0.1451994776725769
0.761051513671875;-0.9282566358532756;-0.3501309500098228;-0.0631236970441881;0.0088527994230389;0.0518178939819335;0.1061696484684944
0.771090576171875;-1.0511129809975623;-0.6525806959122419;-0.0744634217041078;0.0005745479720644;0.0666665211319923;0.0824705213308334
0.78112939453125;-0.8506527332995086;-0.8110989407420158;-0.090574004894495;0.0099869584664702;0.077746070921421;0.092377483844757
0.79116845703125;-0.474306853320077;-0.7129980474740266;-0.1584650533378124;0.0257999375462532;0.0830432549118995;0.12813301384449
0.80120751953125;-0.2192361685070209;-0.599036152729392;-0.2443336570203304;0.0383530147373676;0.0713208243250846;0.1807027459144592
0.81124658203125;-0.0190185156594961;-0.6188590435743332;-0.1989221514105796;0.052059881389141;0.0898952186107635;0.2392519861459732
0.821285400390625;0.1075778471301775;-0.7741425442665815;-0.1984685624241828;0.0380655005574226;0.1478791534900665;0.3015680611133575
0.831324462890625;0.2349654698953963;-1.1560293994992972;-0.045620773579413;-0.0079550594091415;0.1533425450325012;0.3665616512298584
0.84136328125;0.2635982929280027;-1.4099094680219888;0.3717676122784614;-0.0727923735976219;0.1296369433403015;0.4150932431221008
