time;acc_x;acc_z;acc_y;gyr_x;gyr_z;gyr_y
0.022825439453125;-0.1473667362183332;-0.0013771335721015;-0.0789285752862691;-0.0028074267320334;-0.024391733109951;-0.0622753798961639
0.032865478515625;-0.2172662018746137;-0.0008177461236715;-0.0267135271415114;-0.0024968003854155;-0.0217700190842151;-0.0348849967122077
0.042904541015625;-0.2251075630247593;0.0194384215719997;-0.0141243869423866;-0.0022387402132153;-0.0163528826087713;-0.0121927326545119
0.05294384765625;-0.1295008246600627;0.0066904375493526;0.0167827924966812;0.0029678624123334;-0.0069180559366941;0.0008917439263314
0.06298291015625;-0.046155017453432;-0.0068261927582323;0.016705781737715;0.0146127995103597;-0.0038261264562606;0.0098444921895861
0.073021728515625;-0.0492594132095575;-0.0151323949411511;0.0468606815047562;0.0138715673238039;-0.0039692749269306;0.0286941230297088
0.083060791015625;-0.1411579447060823;0.0031799452103674;0.0425077469922602;0.0131993852555751;0.0005746104288846;0.0473335869610309
0.093099853515625;-0.1349900697261095;0.0036610067255795;0.0101277185216546;0.0163877606391906;0.00678490428254;0.0517827756702899
0.1031396484375;-0.0827840816706419;-0.0250694131962955;-0.0091644264474511;0.0162380896508693;0.0166716240346431;0.0528986379504203
0.113178955078125;0.0168085114598274;-0.0221647777959704;-0.0064997372828423;0.0176857840269804;0.0103591326624155;0.0497270822525024
0.1232177734375;0.1486579450726509;-0.0219354990847408;-0.0188785957321524;0.0103889899328351;-0.0092393364757299;0.0392009355127811
0.1332568359375;0.1843500207006931;-0.0230680102460086;-0.0222962952211499;0.0063182357698678;-0.0143831707537174;0.0136052267625927
0.1432958984375;0.119022685265541;0.0177415545262396;-0.0210043557144701;0.0044380445033311;-0.0126233538612723;-0.0091743869706988
0.1533349609375;0.0570335543423891;0.067085138887912;0.0078752634197473;0.0074834008701145;-0.0022916053421795;-0.0230072811245918
0.163375;0.0627384879857301;0.0616278963953256;0.0279204187132418;0.0105494987219572;0.000780084519647;-0.0298460125923156
0.1734140625;0.0667442164957523;0.0199000477343797;-0.0293631648674607;0.0075939735397696;-0.0032357338350266;-0.0303622409701347
